,name,market,funding_total_usd,status,funding_rounds,State_code,City,founded_at,company_name,acquired_at,price_amount
14271,Pernix Therapeutics,Medical,99000000,operating,2,TX,Houston,1997-01-01,,,
14272,PernixData,Online_Tech,62000000,operating,3,CA,San Jose,2012-01-01,,,
14273,Perosphere,Medical,2534124,operating,2,NY,Mount Kisco,,,,
14274,Perpetual Technologies,Online_Tech,4140000,operating,1,IN,Indianapolis,1997-01-01,,,
14275,Persado,Online_Tech,15000000,operating,1,NY,New York,2012-12-12,,,
14276,Aridis Pharmaceuticals,Medical,3500000,operating,1,CA,San Jose,,,,
14277,PerSay,Online_Tech,4700000,acquired,2,NY,New York,2000-01-01,PerSay,2010-12-13,
14278,Persimmon Technologies,Online_Tech,15676394,operating,3,MA,Wakefield,2010-01-01,,,
14279,PersistIQ,Online_Tech,120000,operating,1,CA,San Francisco,2014-01-01,,,
14280,Personal,Online_Tech,22022292,operating,5,DC,Washington,2009-07-01,,,
14281,Personal Capital,Online_Tech,104325000,operating,7,CA,Redwood City,2009-07-01,,,
14282,Personal Cell Sciences,Medical,235000,operating,2,NJ,Eatontown,2011-05-01,,,
14283,Ariel Way,Online_Tech,1100000,closed,1,KS,Wa Keeney,2001-01-01,,,
14284,Personal Genome Diagnostics (PGD),Medical,2900000,operating,2,MD,Baltimore,2010-11-01,,,
14285,Personal Life Media,Online_Tech,0,operating,1,CA,Los Altos,2006-10-01,,,
14286,Personal Medicine,Online_Tech,0,operating,1,CA,San Francisco,2010-02-01,,,
14287,Personal Web Systems,Online_Tech,1200000,operating,1,CA,Palo Alto,,,,
14288,Personalis,Medical,42000000,operating,2,CA,Menlo Park,2011-08-01,,,
14289,Personally,Online_Tech,1000000,operating,1,CA,Del Mar,,,,
14290,Aries Cove,Renting,0,operating,1,NY,Albany,2004-12-20,,,
14291,Personeta,Online_Tech,12000000,operating,1,NJ,Fort Lee,1999-01-01,,,
14292,Personetics Technologies,Online_Tech,18000000,operating,2,NY,White Plains,2010-01-01,,,
14293,Personics Labs,Online_Tech,5315541,operating,3,FL,Boca Raton,2007-01-01,,,
14294,Personify,Online_Tech,17000,operating,1,WA,Seattle,2011-01-01,,,
14295,Personify Inc,Manufacturing,7237193,operating,6,IL,Champaign,2009-08-04,,,
14296,PersonSpot,Online_Tech,120000,operating,1,VA,Sandston,2010-01-01,,,
14297,Persystent Technologies,Online_Tech,24292230,acquired,4,FL,Tampa,2002-01-01,Persystent Technologies,2012-01-01,
14298,Pertino,Online_Tech,28850000,operating,2,CA,Los Gatos,2011-09-01,,,
14299,"Aries TCO, Inc.",Corporate_Services,360000,operating,4,FL,Palm Beach Gardens,2006-06-19,,,
14300,PerTrac Financial Solutions,Corporate_Services,63000000,acquired,1,NY,New York,1996-01-01,PerTrac Financial Solutions,2012-11-13,
14301,Pervacio,Online_Tech,3686169,operating,1,MD,Bethesda,,,,
14302,Pervasip,Corporate_Services,75000,operating,1,NY,White Plains,,,,
14303,Pervasis Therapeutics,Medical,44530000,closed,3,MA,Cambridge,,,,
14304,Perzo,Corporate_Services,5500000,operating,2,CA,Palo Alto,2012-09-01,,,
14305,Pesco-Beam Environmental Solutions,Online_Tech,8000000,operating,1,VA,Roanoke,,,,
14306,Pet Airways,Service,0,operating,1,FL,Delray Beach,2014-07-01,,,
14307,Pet Chance Television,Online_Tech,0,operating,1,MA,Northborough,2013-10-04,,,
14308,Pet Insurance Quotes,Banking,100000,operating,1,OH,Columbus,2011-07-01,,,
14309,Pet Ready,Online_Tech,0,operating,1,WA,Bellevue,2013-07-11,,,
14310,Pet Wireless,Service,750000,operating,1,CA,San Diego,,,,
14311,Pet360,Service,18000000,operating,1,PA,Plymouth Meeting,2011-01-15,,,
14312,PetBox,Online_Tech,1925000,operating,1,CA,San Diego,2013-04-01,,,
14313,Petbrosia,Service,450000,operating,1,OH,Cincinnati,2012-01-01,,,
14314,Petco,Retail,4351345,operating,1,CA,San Diego,1965-01-01,,,
14315,PetCoach,Medical,300000,operating,1,TX,Austin,,,,
14316,Petcube,Online_Tech,641000,operating,4,CA,San Francisco,2012-05-26,,,
14317,Peter Blueberry,Gaming,0,operating,1,CA,Citrus Heights,2006-01-01,,,
14318,Peter's Whole sale beer distribution center,Service,0,operating,1,NY,Manhattan,2014-10-31,,,
14319,Arigami Semiconductor Systems Private,Manufacturing,0,closed,1,IN,,2008-01-01,,,
14320,Petflow,Service,15000000,operating,2,NY,New York,2010-01-01,,,
14321,PetHub,Online_Tech,3556071,operating,4,WA,Issaquah,2010-02-01,,,
14322,PetMD,Service,20000,operating,1,PA,Plymouth Meeting,2008-12-01,,,
14323,Petnet,Online_Tech,1462000,operating,2,CA,Pasadena,2012-12-12,,,
14324,Petpace,Service,0,operating,1,MA,Burlington,2012-02-01,,,
14325,Petra Systems,Online_Tech,39999987,,1,NJ,South Plainfield,2006-01-01,,,
14326,Petrabytes,Online_Tech,0,operating,1,TX,Houston,2013-02-17,,,
14327,Arigo,Online_Tech,5000000,operating,1,MA,North Billerica,2007-01-01,,,
14328,PetroDE,Online_Tech,2000000,operating,1,CO,Broomfield,,,,
14329,Petroleum Services Managment,Online_Tech,850000,operating,1,TX,Houston,2013-11-01,,,
14330,Petronics,Science_and_Engineering,25000,operating,1,IL,Champaign,,,,
14331,Petrosand Energy,Retail,0,operating,1,TX,Bryan,2009-04-03,,,
14332,Pets are family too,Online_Tech,0,operating,1,NY,Lakewood,2005-05-02,,,
14333,PetsDx Veterinary Imaging,Service,126829,operating,1,PA,Glenshaw,2004-01-01,,,
14334,PetSitnStay,Service,3000,operating,1,AZ,Winkelman,2013-10-30,,,
14335,PetSmart,Service,0,operating,2,AZ,Phoenix,1986-01-01,,,
14336,PEX Card,Online_Tech,5704626,operating,4,NY,New York,2007-04-01,,,
14337,PF Management Services,Online_Tech,2500000,operating,1,FL,Delray Beach,,,,
14338,Pfenex,Medical,24000000,operating,1,CA,San Diego,2009-12-07,,,
14339,PFI Acquisition,Online_Tech,6856582,operating,3,CA,Fremont,2012-01-01,,,
14340,"PFITR, LLC",Online_Tech,336000,operating,1,MO,St Louis,,,,
14341,PFSweb,Corporate_Services,8000000,operating,1,TX,Plano,1999-01-01,,,
14342,pfwaterworks,Manufacturing,600000,operating,1,TX,Houston,,,,
14343,PGA TOUR Superstore,Fitness,9000000,operating,1,GA,Roswell,2003-01-01,,,
14344,PGP Corporation,Online_Tech,51277712,acquired,4,CA,Menlo Park,1996-01-01,PGP Corporation,2010-04-29,300000000.0
14345,PGP TrustCenter,Online_Tech,8500000,acquired,1,MA,Newton,1997-01-01,PGP TrustCenter,2010-02-02,
14346,ARIO Data Networks,Online_Tech,13050000,operating,2,CA,San Jose,2000-01-01,,,
14347,Phanfare,Online_Tech,5000000,,4,NJ,Princeton,,Phanfare,2011-06-15,2000000.0
14348,Phantom Pay,Online_Tech,0,operating,1,OH,Brook Park,2012-09-10,,,
14349,PhantomAlert.com.,Online_Tech,100061,operating,1,PA,Harrisburg,2008-01-01,,,
14350,Pharaoh's...His Place,Corporate_Services,0,operating,1,CA,Los Angeles,,,,
14351,Pharmaca,Medical,32693778,operating,3,CO,Boulder,2000-06-01,,,
14352,Pharmaceutic Litho & Label,Medical,0,operating,1,CA,Simi Valley,,,,
14353,Pharmaco Dynamics Research,Online_Tech,0,operating,1,TX,Austin,1983-01-01,,,
14354,Pharmaco Kinesis,Online_Tech,1242500,operating,1,CA,Los Angeles,2006-08-01,,,
14355,Pharmacopeia,Medical,7630000,acquired,1,NJ,Cranbury,1993-01-01,Pharmacopeia,2008-09-24,72510000.0
14356,PharmacoPhotonics,Medical,6209989,operating,3,IN,Indianapolis,,,,
14357,Pharmacy Development,Medical,15000,operating,1,CA,Irvine,2007-01-01,,,
14358,PharmaGen,Medical,168500,operating,2,MD,Silver Spring,,,,
14359,PharmaIN,Medical,1500000,operating,1,WA,Seattle,2001-01-01,,,
14360,PHARMAJET,Medical,27228688,operating,6,CO,Golden,2005-01-01,,,
14361,"Ariosa Diagnostics, Inc.",Medical,52700000,operating,1,CA,San Jose,,,,
14362,PharmAkea Therapeutics,Medical,10000000,operating,1,CA,San Diego,2012-01-01,,,
14363,PharmaNation,Online_Tech,25000000,closed,1,NJ,Princeton,2008-05-01,,,
14364,Pharmaron Holding,Medical,40000000,operating,1,CA,Irvine,,,,
14365,PharmaSecure,Medical,7885002,operating,4,NY,New York,2007-01-01,,,
14366,PharmAthene,Medical,19300000,operating,1,MD,Annapolis,2001-01-01,,,
14367,PharmatrophiX,Medical,7029936,operating,5,NC,Raleigh,2005-01-01,,,
14368,Arisaph Pharmaceuticals,Medical,10000000,operating,1,MA,Boston,1999-01-01,,,
14369,Pharminex,Medical,11307429,operating,3,NY,Buffalo,2008-01-01,,,
14370,Pharmly,Medical,20000,operating,1,CA,San Diego,2013-02-26,,,
14371,PharmMD,Medical,8800000,operating,1,TN,Brentwood,2006-01-01,,,
14372,PharmRight Corp,Medical,600000,operating,2,SC,Charleston,,,,
14373,Pharmworks,Manufacturing,0,operating,1,FL,Delray Beach,2011-01-01,,,
14374,Pharos Innovations,Medical,6423545,operating,4,MN,Northfield,1995-01-01,,,
14375,Arisdyne Systems,Online_Tech,7100000,operating,2,OH,Cleveland,2006-01-01,,,
14376,PhaseBio Pharmaceuticals,Medical,104124067,operating,5,PA,Malvern,2002-01-01,,,
14377,PhaseRx,Medical,27019304,operating,5,WA,Seattle,2006-01-01,,,
14378,PhatNoise,Manufacturing,4530000,operating,3,CA,Los Angeles,1999-01-01,,,
14379,PHD Virtual Technologies,Online_Tech,4000000,acquired,3,PA,Philadelphia,2005-01-01,PHD Virtual Technologies,2013-12-16,
14380,Pheed,Online_Tech,3500000,acquired,2,CA,Beverly Hills,2012-11-01,Pheed,2014-09-16,40000000.0
14381,Pheedo,Online_Tech,6600000,operating,2,CA,Oakland,,,,
14382,Phenomix,Medical,60955935,closed,2,CA,San Diego,,,,
14383,PHHHOTO Inc,Online_Tech,200000,operating,1,NY,Brooklyn,2014-01-01,,,
14384,Phi Optics,Online_Tech,250000,operating,1,IL,Champaign,2009-01-01,,,
14385,Phigenix Pharmaceutical,Medical,3722463,operating,1,GA,Atlanta,,,,
14386,Phigital,Online_Tech,3496096,operating,1,CA,San Francisco,2012-09-18,,,
14387,Arista Power,Online_Tech,1500000,operating,1,NY,Rochester,2001-01-01,,,
14388,Philadelphia School Partnership,Nonprofits,5000000,operating,1,PA,Philadelphia,2010-01-01,,,
14389,Philanthropedia,Nonprofits,500000,acquired,1,CA,Menlo Park,,Philanthropedia,2011-03-17,
14390,Phillips Holdings and Management Company,Renting,350000,operating,1,MO,St Louis,2014-03-01,,,
14391,Philly,Art,345000,operating,1,PA,Philadelphia,2006-01-01,,,
14392,Philly Runway Thief,Art,0,operating,1,,,2012-03-13,,,
14393,Philo,Online_Tech,8833000,operating,2,MA,Cambridge,2010-01-01,,,
14394,Philo Media,Online_Tech,1050000,operating,1,NY,New York,2010-01-01,,,
14395,Philoptima,Nonprofits,200000,operating,1,LA,New Orleans,2007-08-07,,,
14396,Ariste Medical,Medical,1275000,operating,1,TN,Memphis,,,,
14397,Philtro,Online_Tech,22500,operating,1,VA,Leesburg,2009-04-01,,,
14398,Philz Coffee,Online_Tech,0,operating,1,CA,San Francisco,2003-01-01,,,
14399,PhishLabs,Online_Tech,1200000,operating,1,SC,Charleston,2008-10-01,,,
14400,PhishMe,Online_Tech,2500000,operating,1,VA,Chantilly,2011-01-01,,,
14401,Phizzbo,Online_Tech,50000,operating,1,NY,New York,2014-02-01,,,
14402,Phizzle,Fitness,7900000,operating,2,CA,San Francisco,2005-01-01,,,
14403,Phlebotek Phlebotomy Solutions,Medical,5000,operating,1,FL,Miami,2011-05-01,,,
14404,Phloronol,Medical,8260000,operating,2,CA,San Francisco,2010-01-01,,,
14405,PHmHealth,Medical,275000,operating,2,PA,Philadelphia,2012-01-01,,,
14406,Phoenix Biotechnology,Medical,4152664,operating,2,TX,San Antonio,,,,
14407,Phoenix Books,Online_Tech,335000,operating,1,VT,Burlington,2007-01-01,,,
14408,Phoenix Energy Technologies,Online_Tech,5000000,operating,1,CA,Irvine,2004-01-01,,,
14409,Phoenix Enterprise Computing Services,Corporate_Services,50000,operating,1,CA,San Diego,2009-01-01,,,
14410,Phoenix Financial Holdings,Online_Tech,0,operating,1,FL,Orlando,2009-06-01,,,
14411,Phoenix Nuclear Labs,Online_Tech,2000000,operating,1,IA,Monona,2005-01-01,,,
14412,Aristos Logic,Online_Tech,99360000,operating,2,CA,Foothill Ranch,2000-01-01,,,
14413,Phoenix S&T,Online_Tech,50000,operating,1,PA,Chester Heights,2001-01-01,,,
14414,Phoenix Technologies,Online_Tech,20300000,acquired,1,CA,Milpitas,1979-01-01,Phoenix Technologies,2010-11-23,139000000.0
14415,Phone.com,Online_Tech,2400000,operating,2,NJ,Newark,2007-09-01,,,
14416,Phone2Action,Online_Tech,624000,operating,2,DC,Washington,2012-07-01,,,
14417,PhoneFusion,Online_Tech,125000,operating,1,FL,Fort Lauderdale,2005-01-01,,,
14418,PhoneGuard,Corporate_Services,4820350,operating,2,FL,Boca Raton,2000-01-01,,,
14419,Phoneplus,Online_Tech,100000,operating,1,CA,San Francisco,2012-01-01,,,
14420,PhoneTell,Online_Tech,1000000,closed,1,CA,Redwood City,2009-06-01,,,
14421,Phonetime,Corporate_Services,1000000,operating,1,FL,Hallandale,1994-01-01,,,
14422,Phonezoo Communications,Online_Tech,2060000,operating,2,CA,Sunnyvale,2006-11-01,,,
14423,Phonologics,Online_Tech,200000,operating,1,MA,Bedford,2012-01-01,,,
14424,Phononic Devices,Online_Tech,56904991,operating,3,NC,Durham,,,,
14425,PhoRent,Online_Tech,475500,operating,5,CA,San Francisco,2012-02-17,,,
14426,Aristotle Circle,Education,2450000,operating,2,NY,New York,2009-08-01,,,
14427,phorus,Online_Tech,2175000,operating,3,CA,Encino,,,,
14428,Phoseon Technology,Manufacturing,7700000,operating,2,OR,Hillsboro,2002-01-01,,,
14429,Photetica,Medical,25000,operating,1,TX,Austin,,,,
14430,Photo Rankr,Art,0,operating,1,TN,Nashville,2012-05-01,,,
14431,Arithmatica,Online_Tech,622000,closed,1,CA,Redwood City,1998-01-01,,,
14432,Photobucket,Online_Tech,31186432,acquired,9,CO,Denver,2003-06-01,Photobucket,2007-05-30,
14433,Photodigm,Manufacturing,1481709,operating,1,TX,Richardson,2000-02-01,,,
14434,Photofy,Online_Tech,1750000,operating,2,NC,Raleigh,2013-01-01,,,
14435,Photolitec,Medical,630000,operating,1,NY,East Amherst,,,,
14436,Photomedex,Medical,2857250,operating,1,PA,Montgomeryville,,,,
14437,Photometics,Medical,1736430,operating,1,CA,Chico,,,,
14438,PhotoPharmics,Medical,2080000,closed,1,IN,Highland,,,,
14439,PhotoRocket,Art,1725834,operating,2,WA,Seattle,2009-01-01,,,
14440,Photos to Photos,Online_Tech,0,operating,1,MA,Boston,2013-09-01,,,
14441,PhotoShelter,Art,4200000,operating,1,NY,New York,2005-01-01,,,
14442,Arizona Kitchens,Online_Tech,30000,operating,1,AZ,Phoenix,2013-07-01,,,
14443,PhotoSynesi,Online_Tech,0,operating,1,PA,Pittsburgh,,,,
14444,PhotoThera,Medical,80500000,closed,2,CA,Carlsbad,1997-05-01,,,
14445,Photowhoa,Online_Tech,0,operating,1,TX,Austin,2011-12-01,,,
14446,Phraxis,Medical,3815251,operating,4,MN,Saint Paul,2008-01-01,,,
14447,Arizona State University,Education,1000000,operating,1,AZ,Tempe,1885-02-26,,,
14448,Phreesia,Medical,72650000,operating,6,NY,New York,2005-02-01,,,
14449,Phrixus Pharmaceuticals,Medical,100000,operating,1,MI,Ann Arbor,2006-01-01,,,
14450,PHRQL,Medical,50000,operating,2,PA,Pittsburgh,2010-01-01,,,
14451,Phthisis Diagnostics,Medical,1620000,operating,4,VA,Charlottesville,2005-01-01,,,
14452,Phunware,Online_Tech,38380000,operating,5,CA,Tustin,2009-02-23,,,
14453,Phurnace Software,Online_Tech,10000000,acquired,2,TX,Austin,2007-01-01,Phurnace Software,2010-01-07,
14454,PhyFlex Networks,Online_Tech,2500000,operating,1,MA,Westford,2000-01-01,,,
14455,Phylogy,Online_Tech,3000000,closed,1,CA,Santa Clara,2003-01-01,,,
14456,"Phynd Technologies, Inc",Online_Tech,2000000,,1,NE,Kearney,2013-01-01,,,
14457,Arizona Tamale Factory,Manufacturing,10000,operating,1,CA,Los Angeles,2010-10-31,,,
14458,Physcient,Medical,1168985,operating,2,NC,Durham,2007-01-01,,,
14459,Physician Practice Revenue Solutions,Corporate_Services,0,operating,1,TX,Cedar Park,2013-04-03,,,
14460,Physician Referral Network (PRN),Online_Tech,2380000,operating,1,KS,Overland Park,2011-06-01,,,
14461,Physician Software Systems,Education,80000,operating,1,IL,Lisle,2011-01-01,,,
14462,PhysicianPortal,Corporate_Services,0,operating,1,AZ,Scottsdale,2013-09-17,,,
14463,Physicians Endoscopy,Medical,1250000,operating,2,PA,Jamison,1998-01-01,,,
14464,Physicians Formula,Retail,0,operating,1,CA,Azusa,1937-01-01,,,
14465,PHYSICIANS IMMEDIATE CARE,Medical,350000,operating,1,IL,Rosamond,1987-01-01,,,
14466,Physicians Interactive,Online_Tech,17000000,operating,1,MA,Reading,2008-01-01,,,
14467,Physicians Laboratories,Medical,135000,operating,1,WA,Bellevue,2012-01-01,,,
14468,Arjo-Dala Events Group,Online_Tech,0,operating,1,NJ,Jersey City,2006-02-20,,,
14469,Physicians Own Pharmacy,Medical,473000,operating,1,NC,Cary,2010-01-01,,,
14470,Physicians Reference Laboratory,Medical,2850000,operating,1,KS,Overland Park,1995-01-01,,,
14471,Physicians Surgery Center,Online_Tech,1176000,operating,1,CA,San Diego,,,,
14472,PhysioSonics,Medical,7848830,operating,4,WA,Seattle,,,,
14473,Physiq,Medical,4600000,operating,1,IL,Naperville,,,,
14474,Phytel,Online_Tech,22498160,operating,3,TX,Dallas,1996-01-01,,,
14475,PhytoCeutica,Medical,2000000,operating,1,CT,New Haven,1999-01-01,,,
14476,Arjuna Solutions,Online_Tech,690000,operating,1,DC,Washington,,,,
14477,PI Corporation,Online_Tech,9400000,acquired,1,WA,Seattle,2003-01-01,PI Corporation,2008-02-21,
14478,PiAuto,Manufacturing,250000,closed,1,NM,Albuquerque,2011-02-01,,,
14479,Ark,Online_Tech,5250000,operating,3,CA,San Francisco,2011-01-01,,,
14480,Pica8,Online_Tech,19100000,operating,2,CA,Palo Alto,,,,
14481,Picaboo,Art,7807981,operating,6,CA,Redwood City,2005-01-01,,,
14482,PicaHome.com,Other,25000,operating,1,CA,Westlake Village,2014-01-01,,,
14483,PicApp,Art,3200000,acquired,1,CA,San Francisco,2008-01-01,PicApp,2011-04-07,
14484,Picarro,Online_Tech,7000000,operating,1,CA,Santa Clara,1998-01-01,,,
14485,PicassoMio.com,Online_Tech,105000,operating,1,FL,Boca Raton,2000-01-01,,,
14486,Arkadin,Online_Tech,0,acquired,1,NY,New York,2001-01-01,Arkadin,2013-08-05,
14487,Picatcha,Online_Tech,2278866,operating,1,CA,San Francisco,,,,
14488,Picateers,Online_Tech,12100000,closed,2,CA,San Mateo,2005-01-01,,,
14489,Piccing,Online_Tech,2620000,operating,5,CA,Palo Alto,2011-03-01,,,
14490,Pick a Student,Education,40000,closed,1,TX,Austin,2011-06-30,,,
14491,Pick1,Online_Tech,1040000,operating,3,CA,San Francisco,2010-01-01,,,
14492,Arkadium,Gaming,5025000,operating,2,NY,New York,2001-01-01,,,
14493,Picket,Online_Tech,40000,operating,1,CA,Los Angeles,,,,
14494,PicketReport.com,Online_Tech,130000,operating,1,MI,Detroit,2011-04-01,,,
14495,Pickie,Online_Tech,1000000,acquired,2,NY,New York,2012-01-01,Pickie,2014-04-15,
14496,Picklify,Online_Tech,13000,closed,1,PA,Philadelphia,2012-03-01,,,
14497,pickrset,Gaming,100000,closed,1,CA,San Clemente,2007-06-01,,,
14498,PicksPal,Gaming,15000000,acquired,4,CA,Mountain View,,PicksPal,2009-03-16,9500000.0
14499,Arkados Group,Online_Tech,400000,operating,1,NJ,Newark,,,,
14500,Pickwick & Weller,Online_Tech,4000000,operating,3,CA,Culver City,2012-01-01,,,
14501,PiCloud,Online_Tech,1400000,acquired,1,CA,San Francisco,2009-01-01,PiCloud,2013-11-17,
14502,PicnicHealth,Medical,120000,operating,1,CA,San Francisco,,,,
14503,Picolight,Online_Tech,39500000,acquired,2,CO,Louisville,1995-01-01,Picolight,2007-05-29,115000000.0
14504,Arkami,Online_Tech,1800000,operating,1,CA,Aliso Viejo,2012-04-01,,,
14505,Picomize,Online_Tech,12000,closed,1,NY,Oceanside,2011-10-01,,,
14506,Picotek INC,Online_Tech,538000,operating,2,MA,Cambridge,2013-11-12,,,
14507,Picovico,Online_Tech,40000,operating,1,CA,Walnut,2011-04-01,,,
14508,Arkansas Children's Hospital,Medical,3500000,operating,1,AR,Little Rock,1912-01-01,,,
14509,PICS Auditing,Online_Tech,35000000,operating,1,CA,Irvine,2003-01-01,,,
14510,picsell,Online_Tech,0,operating,1,NY,New York,2013-10-13,,,
14511,Pict,Online_Tech,1400000,acquired,2,CA,San Francisco,2012-02-03,Pict,2014-01-21,
14512,"Pictage, Inc.",Art,32000000,operating,2,CA,Torrance,2000-01-01,,,
14513,Pictela,Online_Tech,3499997,acquired,4,NY,New York,2008-10-17,Pictela,2010-12-16,
14514,Arkansas Department of Education,Education,35000,operating,1,AR,Little Rock,,,,
14515,Pictorious,Art,25000,operating,1,NY,New York,2011-08-01,,,
14516,Pictour.us,Online_Tech,0,operating,1,NY,New York,,,,
14517,PictureHealing,Nonprofits,75000,operating,2,CA,Venice,2012-09-01,,,
14518,Picturelife,Online_Tech,4600000,operating,2,NY,New York,2011-04-01,,,
14519,PictureMe Universe,Art,5000,operating,3,WI,Eau Claire,2010-07-18,,,
14520,Arkansas Genomics,Medical,0,operating,1,AR,Little Rock,2006-08-11,,,
14521,Picwing,Online_Tech,0,operating,1,CA,San Francisco,,,,
14522,Piczo,Online_Tech,11000000,acquired,1,CA,San Francisco,1990-11-01,Piczo,2009-03-10,
14523,Pie Digital,Online_Tech,48076094,operating,7,CA,Palo Alto,2007-01-01,,,
14524,Piece & Co.,Online_Tech,0,operating,1,IL,Chicago,2011-09-01,,,
14525,Arkansas Regional Innovation Hub,Nonprofits,250000,operating,1,AR,North Little Rock,,,,
14526,Pieceable,Online_Tech,0,operating,1,CA,San Francisco,2011-01-01,,,
14527,PieceMaker Technologies,Manufacturing,0,operating,1,PA,Pittsburgh,2013-01-01,,,
14528,Pied Piper,Online_Tech,200000,operating,1,CA,Palo Alto,2014-02-01,,,
14529,Piedmont Bancorp,Online_Tech,8310000,operating,1,GA,Norcross,,,,
14530,Piedmont Pharmaceuticals,Medical,5000000,operating,1,NC,Greensboro,,,,
14531,Piedmont Stone Center,Medical,81600,operating,1,NC,Winston Salem,2005-01-01,,,
14532,Pierce Global Threat Intelligence,Online_Tech,0,operating,1,VA,Herndon,,,,
14533,Arkansas Science & Technology Authority,Online_Tech,3000000,operating,1,AR,Little Rock,1983-01-01,,,
14534,Pigeonly,Online_Tech,2004999,operating,3,NV,Las Vegas,2012-03-01,,,
